,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
4431,5,4,4,1176,1.12,2987,52,0.857,0.203,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4432,6,3,2,2117,1.162,1617,31,2.875,0.941,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4433,6,3,4,1190,0.628,1802,40,0.48100000000000004,0.586,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4434,1,2,3,1710,0.745,7682,90,0.579,0.177,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4435,5,5,2,0,0.542,3281,39,0.39299999999999996,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4436,4,2,2,2073,1.035,3250,70,0.591,0.643,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4437,4,3,2,1835,0.7929999999999999,14220,108,0.662,0.607,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4438,4,2,4,1423,0.775,4535,68,0.41700000000000004,0.281,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4439,1,3,1,1223,0.955,8256,99,0.623,0.121,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4440,6,3,1,2079,0.755,4271,56,0.8059999999999999,0.541,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4441,3,2,2,1625,0.662,7649,101,0.603,0.68,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4442,6,2,2,0,0.6890000000000001,4116,88,0.5710000000000001,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4443,6,2,0,0,0.867,1680,32,0.778,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4444,5,1,0,2026,0.669,4198,68,0.619,0.774,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4445,5,3,4,1884,0.7909999999999999,1734,39,0.625,0.282,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4446,3,1,2,2101,0.626,15152,100,0.695,0.217,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4447,5,1,4,0,0.8959999999999999,3766,63,0.909,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4448,3,1,4,1347,0.73,2546,55,0.7190000000000001,0.833,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4449,4,2,3,2200,0.696,5125,85,0.7709999999999999,0.4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4450,5,1,2,582,0.912,3475,52,0.733,0.021,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4451,4,3,4,1084,0.6859999999999999,14319,124,0.6990000000000001,0.031,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4452,3,1,2,845,0.6629999999999999,1661,35,0.4,0.094,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4453,6,3,4,890,0.361,1698,43,0.483,0.048,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4454,5,3,2,0,0.97,4571,72,0.846,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4455,3,2,3,1170,0.6779999999999999,3785,64,0.6,0.034,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4456,2,3,1,0,0.823,14551,105,0.78,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4457,3,2,4,2321,0.491,1734,38,0.583,0.322,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4458,1,2,3,1793,0.754,8147,81,0.588,0.064,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4459,6,1,3,2517,0.809,5032,89,0.618,0.8220000000000001,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4460,3,2,2,1799,0.94,7548,89,0.618,0.35,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4461,4,2,1,0,0.905,4428,78,0.696,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4462,5,1,2,0,0.618,3769,73,0.659,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4463,2,2,1,1074,0.514,4802,90,0.8,0.529,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4464,5,2,3,1476,0.537,1725,41,0.414,0.561,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4465,5,1,3,1762,0.986,1817,39,0.56,0.63,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4466,6,2,2,871,0.6,3745,74,0.423,0.145,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4467,5,4,3,1259,1.079,2441,53,0.514,0.506,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4468,3,2,3,1761,0.489,1309,40,0.6,0.264,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4469,3,1,2,1348,0.759,1302,36,0.385,0.08199999999999999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4470,6,2,2,0,0.8759999999999999,2527,41,0.64,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4471,1,1,2,0,0.6609999999999999,4931,81,0.841,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4472,5,2,2,1613,0.841,4773,80,0.818,0.833,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4473,4,1,4,1263,0.71,4597,80,0.6,0.511,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4474,3,2,3,1478,0.8490000000000001,8442,95,0.508,0.243,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4475,6,2,1,2517,0.48200000000000004,4430,66,0.6920000000000001,0.924,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4476,1,3,3,0,0.654,673,18,0.8,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4477,4,4,4,1720,0.6829999999999999,1476,37,0.423,0.284,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4478,3,1,1,2517,0.914,4922,84,0.68,0.736,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4479,4,5,2,890,0.711,4757,79,0.8370000000000001,0.298,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4480,6,2,2,538,0.675,4093,73,0.659,0.374,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4481,3,2,2,743,0.624,4484,78,0.625,0.517,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4482,1,3,4,191,0.818,2478,43,0.433,0.079,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4483,3,3,2,0,0.8390000000000001,1168,31,0.409,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4484,1,2,2,1585,0.713,7906,80,0.633,0.258,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4485,5,2,1,1925,0.855,4186,63,0.703,0.16399999999999998,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4486,3,3,2,1092,0.737,1409,39,0.345,0.032,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4487,4,2,4,663,0.674,4065,79,0.6459999999999999,0.185,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4488,5,3,2,0,0.894,767,25,0.562,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4489,2,2,3,1396,0.6920000000000001,13545,96,0.655,0.092,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4490,4,2,2,1567,0.7440000000000001,5146,78,0.733,0.767,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4491,6,2,4,1477,0.324,1868,40,0.212,0.043,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4492,5,3,3,0,0.8370000000000001,4281,69,0.643,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4493,4,5,4,1413,0.784,3899,68,1.061,0.095,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4494,1,3,2,1525,0.828,4765,76,0.767,0.073,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4495,5,3,1,2002,0.828,3825,70,0.7070000000000001,0.278,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4496,5,2,2,748,0.879,4376,87,0.812,0.408,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4497,5,3,2,2517,0.816,1994,41,0.64,0.899,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4498,5,1,3,0,0.79,2075,66,0.6920000000000001,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4499,3,2,2,1060,0.7090000000000001,1712,37,0.609,0.15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4500,4,1,3,2160,0.956,2552,62,0.6759999999999999,0.727,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4501,5,2,3,1784,0.904,2056,49,0.633,0.331,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4502,3,2,2,1170,0.73,4421,89,0.679,0.542,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4503,6,1,0,1061,1.062,1901,27,1.25,0.452,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4504,3,2,3,592,0.23600000000000002,644,15,0.154,0.376,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4505,1,3,1,1890,0.713,14280,102,0.672,0.145,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4506,3,3,4,2375,0.539,4101,67,0.718,0.28300000000000003,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4507,6,2,2,842,0.56,1292,26,0.733,0.142,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4508,6,4,3,798,0.703,4804,66,0.535,0.48,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4509,3,2,1,1758,0.613,4604,70,0.7070000000000001,0.235,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4510,1,2,2,865,0.7559999999999999,14132,103,0.746,0.055999999999999994,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4511,5,3,4,2517,0.741,2693,56,0.436,0.584,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4512,1,2,3,0,1.056,9061,51,1.6840000000000002,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4513,5,2,4,1664,0.34,1475,31,0.632,0.5529999999999999,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4514,3,3,1,1108,1.021,2674,67,0.675,0.203,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4515,4,3,4,0,0.764,2297,37,0.321,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4516,4,1,3,0,0.524,3281,68,0.7440000000000001,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4517,2,3,2,2517,0.445,1880,42,0.355,0.7859999999999999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4518,2,2,3,0,0.795,13264,120,0.667,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4519,2,3,2,2517,1.087,8352,71,0.821,0.23399999999999999,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
4520,1,1,1,0,0.7,4891,87,0.7759999999999999,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4521,1,2,1,1305,0.7020000000000001,5458,84,0.75,0.659,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4522,5,3,2,1721,0.9079999999999999,1080,21,1.3330000000000002,0.13,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4523,1,2,1,1927,0.731,5217,88,0.725,0.647,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4524,2,2,2,578,1.042,1109,28,0.474,0.018000000000000002,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4525,3,1,2,2517,0.696,2361,42,0.826,0.805,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4526,2,3,2,1130,0.823,7729,97,0.644,0.172,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4527,6,2,3,1993,0.815,4267,66,0.8859999999999999,0.305,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4528,5,6,2,2223,1.32,2093,42,1.0,0.8059999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4529,1,3,1,996,0.767,5112,82,0.6729999999999999,0.5770000000000001,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4530,4,2,5,1489,1.258,3942,69,0.816,0.33899999999999997,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4531,2,3,0,583,0.888,1259,24,1.0,0.405,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
4532,3,2,2,2113,0.618,1362,31,1.214,0.061,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4533,5,1,4,651,0.825,3165,65,0.585,0.29600000000000004,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4534,4,4,4,597,0.5720000000000001,3331,67,0.675,0.26899999999999996,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4535,6,3,4,1812,0.706,3319,86,0.9109999999999999,0.6920000000000001,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4536,3,2,4,0,0.868,3637,80,0.86,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4537,3,3,2,1859,0.568,1013,28,0.75,0.066,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4538,4,3,3,0,0.812,4413,77,0.75,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4539,5,2,1,0,0.8290000000000001,4434,69,0.568,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4540,2,2,3,2216,0.747,15139,90,0.8370000000000001,0.223,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4541,2,2,1,0,0.965,4734,57,0.541,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4542,3,2,3,1624,0.574,4190,87,0.706,0.069,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4543,3,2,2,1711,0.61,4622,71,0.614,0.434,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4544,3,1,2,1597,0.8140000000000001,3553,61,0.6940000000000001,0.782,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4545,4,5,2,1575,0.625,2121,60,0.579,0.44799999999999995,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4546,5,2,3,1652,1.255,1910,32,1.909,0.11900000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4547,4,3,2,890,1.143,2928,48,1.4,0.619,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4548,3,2,2,1806,0.765,1543,35,0.591,0.645,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4549,3,3,2,0,0.946,3569,62,0.7709999999999999,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4550,5,3,3,0,0.47200000000000003,4653,65,0.667,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4551,4,1,1,1007,0.987,3183,69,0.5,0.05,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4552,6,2,2,1696,0.519,1291,24,0.7140000000000001,0.135,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4553,6,2,2,0,0.765,4906,75,0.667,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4554,6,1,3,2266,0.718,14257,94,0.958,0.565,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4555,4,3,2,1010,0.596,1564,59,0.6859999999999999,0.278,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4556,4,1,5,1435,0.57,3683,73,0.738,0.102,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4557,4,3,2,725,0.737,2254,45,0.406,0.39899999999999997,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4558,5,2,4,1496,0.997,2079,57,0.425,0.098,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4559,3,1,3,0,0.83,4482,54,0.636,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4560,6,2,2,2387,0.76,1804,49,0.75,0.41,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4561,4,3,1,0,0.688,5282,80,0.818,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4562,6,3,1,0,0.813,4653,78,0.95,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4563,4,3,0,941,0.721,4190,81,1.025,0.09699999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4564,3,2,1,990,0.745,13804,123,0.732,0.218,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4565,5,3,2,1525,0.855,4671,69,0.816,0.7759999999999999,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4566,3,1,3,1658,0.7240000000000001,4208,75,0.7859999999999999,0.488,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4567,3,3,2,845,0.731,4460,88,0.6920000000000001,0.27699999999999997,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4568,3,3,4,1701,0.628,4056,71,0.578,0.84,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4569,4,1,2,1598,2.103,2228,39,0.95,0.233,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4570,4,1,3,1544,0.321,1627,27,0.5,0.171,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4571,1,2,1,2109,0.953,8642,85,0.7,0.46399999999999997,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4572,4,3,2,0,0.92,2816,38,0.52,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4573,5,2,2,1688,0.765,1721,56,0.75,0.054000000000000006,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4574,2,2,3,1441,0.7040000000000001,4838,85,0.735,0.5539999999999999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4575,1,3,3,2047,0.7490000000000001,8804,111,0.682,0.787,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4576,5,2,2,1683,0.9229999999999999,4060,55,0.774,0.331,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4577,4,2,3,1691,0.534,1388,27,0.929,0.244,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4578,1,2,2,1093,0.7829999999999999,9339,99,0.737,0.43,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4579,2,2,3,994,0.713,4194,78,0.857,0.53,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4580,3,4,3,2070,0.88,13781,102,0.545,0.06,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
4581,5,2,2,2109,0.993,3495,70,0.795,0.18600000000000003,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4582,4,2,3,1254,0.5489999999999999,14999,110,0.7190000000000001,0.3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4583,4,2,3,0,0.627,4075,75,0.63,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
4584,4,1,3,479,0.5529999999999999,1786,37,0.37,0.33299999999999996,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4585,4,2,4,2517,0.7290000000000001,4209,72,0.7559999999999999,0.746,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4586,3,3,4,975,1.1440000000000001,2866,59,0.735,0.467,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4587,5,3,5,1465,0.511,4175,67,0.718,0.19399999999999998,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
4588,5,2,2,991,0.799,3603,59,0.9670000000000001,0.491,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4589,2,3,2,1825,0.8,8879,101,0.578,0.06,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4590,5,3,0,866,0.8690000000000001,1777,42,0.75,0.16399999999999998,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4591,3,3,5,0,0.434,1559,44,0.467,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4592,4,4,3,795,0.524,3951,68,0.619,0.23800000000000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
4593,5,2,2,740,1.124,1931,67,0.718,0.408,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4594,3,3,3,0,0.784,3169,67,0.489,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4595,3,1,3,0,0.7340000000000001,4535,82,0.907,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
4596,5,2,4,0,0.2,1664,39,0.5,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4597,4,1,3,1465,1.5030000000000001,1787,31,0.722,0.262,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
4598,5,1,1,2174,0.426,1616,50,0.515,0.063,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
4599,6,2,2,1188,0.84,1927,47,0.382,0.525,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
4600,5,4,4,316,0.6609999999999999,2271,36,0.33299999999999996,0.07400000000000001,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4601,5,2,2,1452,0.7709999999999999,2685,71,0.511,0.105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4602,6,1,1,1352,0.797,3300,68,0.545,0.268,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4603,1,1,3,1903,0.915,4667,88,0.725,0.51,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
4604,6,2,3,1513,0.682,4191,77,0.833,0.655,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
4605,6,2,1,1551,0.722,3527,66,0.61,0.871,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
